Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
None of the Above,None of the Above,1507,Maharashtra,Ichalkaranji,S13,279
PATIL ULHAS SAMBHAJI,Shivsena,70809,Maharashtra,Shirol,S13,280
RAJENDRA SHAMGONDA PATIL (YADRAVKAR),Nationalist Congress Party,50776,Maharashtra,Shirol,S13,280
SAVAKAR MADNAIK,Swabhimani Paksha,48511,Maharashtra,Shirol,S13,280
APPASAHEB ALIAS SATGONDA REVGONDA PATIL,Indian National Congress,48066,Maharashtra,Shirol,S13,280
KADALE SURESH MALLU,Independent,2580,Maharashtra,Shirol,S13,280
KAMBLE CHANDRAKANT TUKARAM,Bahujan Samaj Party,1267,Maharashtra,Shirol,S13,280
DIGAMBAR SUDAM SAKAT,Bharipa Bahujan Mahasangh,977,Maharashtra,Shirol,S13,280
SHIVAJI VASANT JADHAV,Bhartiya Navjawan Sena (Paksha),491,Maharashtra,Shirol,S13,280
MAHESH BANDU KHOT,Independent,441,Maharashtra,Shirol,S13,280
SATISH BHAGWAN BHANDARE,Independent,432,Maharashtra,Shirol,S13,280
None of the Above,None of the Above,1291,Maharashtra,Shirol,S13,280
KHADE SURESH(BHAU) DAGADU,Bharatiya Janata Party,93795,Maharashtra,Miraj ,S13,281
SHIDHESHWAR ATAMARAM JADHAV,Indian National Congress,29728,Maharashtra,Miraj ,S13,281
C.R. SANGLIKAR,Independent,21598,Maharashtra,Miraj ,S13,281
SATPUTE TANAJI AANADRAO,Shivsena,20160,Maharashtra,Miraj ,S13,281
HONMORE BALASO DATTATRY,Nationalist Congress Party,10999,Maharashtra,Miraj ,S13,281
KAMBLE VIDHYASAGAR SUBHASH,Bahujan Samaj Party,1411,Maharashtra,Miraj ,S13,281
NIKAM JAYKUMAR VIJAY,Independent,977,Maharashtra,Miraj ,S13,281
SONAVANE NITIN RAGHUNATH,Maharashtra Navnirman sena,877,Maharashtra,Miraj ,S13,281
SANJEEV MAHADEV POPHARE,Independent,508,Maharashtra,Miraj ,S13,281
SUNIL MAHAVEER HOWALE,Bahujan Mukti Party,419,Maharashtra,Miraj ,S13,281
GAYAKWAD DIPAK SHAMRAO,Lokshasan Andolan Party,409,Maharashtra,Miraj ,S13,281
SONAVANE PRATIKSHA PRAKASH,Independent,395,Maharashtra,Miraj ,S13,281
SONVANE VISHAL SURESH,Independent,333,Maharashtra,Miraj ,S13,281
DHENDE UMESH SHRIRANG,Independent,320,Maharashtra,Miraj ,S13,281
SUREKHA ALIAS SURAIYYA SHAHIN SHAIKH,Independent,300,Maharashtra,Miraj ,S13,281
PRAKASH RAJARAM BABAR,Independent,216,Maharashtra,Miraj ,S13,281
THORAT YOGENDRA BHAGVAN,Independent,160,Maharashtra,Miraj ,S13,281
None of the Above,None of the Above,2759,Maharashtra,Miraj ,S13,281
DHANANJAY ALIAS SUDHIR DADA  HARI GADGIL,Bharatiya Janata Party,80497,Maharashtra,Sangli,S13,282
MADAN VISHWANATH PATIL,Indian National Congress,66040,Maharashtra,Sangli,S13,282
PAWAR PRUTHVIRAJ SAMBHAJI,Shivsena,34635,Maharashtra,Sangli,S13,282
PATIL SURESH ADGONDA,Nationalist Congress Party,4718,Maharashtra,Sangli,S13,282
ADV.SWATI NITIN SHINDE,Maharashtra Navnirman sena,1440,Maharashtra,Sangli,S13,282
KURANE MUNNA BANDU,Independent,1354,Maharashtra,Sangli,S13,282
PAWAR SACHIN BABAN,Bahujan Samaj Party,1249,Maharashtra,Sangli,S13,282
DIGAMBHAR GANAPAT JADHAV,Independent,905,Maharashtra,Sangli,S13,282
PATEL AZARUDDIN SHAMSHUDDIN,Independent,833,Maharashtra,Sangli,S13,282
HAJI DASTGIR GULAB MALIDWALE,Bahujan Mukti Party,542,Maharashtra,Sangli,S13,282
NASIM HARUN MAHAT,Independent,497,Maharashtra,Sangli,S13,282
DR.JAYASHRI SHRENIK PATIL,Jan Surajya Shakti,374,Maharashtra,Sangli,S13,282
PRAMOD DHONDIRAM DEVKATE,Independent,340,Maharashtra,Sangli,S13,282
PROF. ANKUSH VITHOBA GHULE,Independent,161,Maharashtra,Sangli,S13,282
SURESH TUKARAM TENGALE,Independent,157,Maharashtra,Sangli,S13,282
VINAYAK BABURAO HOVALE,Independent,150,Maharashtra,Sangli,S13,282
UTTAM  DADA MOHITE,Independent,107,Maharashtra,Sangli,S13,282
AKARAM BALAVANT PATIL,Independent,89,Maharashtra,Sangli,S13,282
ASHOK RAMCHANDRA WARE,Independent,85,Maharashtra,Sangli,S13,282
None of the Above,None of the Above,1296,Maharashtra,Sangli,S13,282
JAYANT RAJARAM PATIL,Nationalist Congress Party,113045,Maharashtra,Islampur,S13,283
ABHIJIT SHIVAJIRAO PATIL,Independent,37859,Maharashtra,Islampur,S13,283
JITENDRA LAXMAN PATIL,Indian National Congress,18187,Maharashtra,Islampur,S13,283
B.G. PATIL,Independent,5830,Maharashtra,Islampur,S13,283
UDAYSINGH PANDARINATH PATIL,Maharashtra Navnirman sena,1234,Maharashtra,Islampur,S13,283
KAMBLE MAHAVIR BHUPAL (AABA),Bahujan Samaj Party,1003,Maharashtra,Islampur,S13,283
VILAS  RAKTE,Independent,697,Maharashtra,Islampur,S13,283
ANANDARAO TUKARAM THORAT (SARKAR),Independent,620,Maharashtra,Islampur,S13,283
WAYDANDE ASHOK NARAYAN,Independent,404,Maharashtra,Islampur,S13,283
GHASTE VISHWASRAO GUNDA (DADA),Independent,298,Maharashtra,Islampur,S13,283
FASALE MAHADEV KESHAV(BAPU),Independent,269,Maharashtra,Islampur,S13,283
VASANT HINDURAO PATIL V.H PATIL,Independent,201,Maharashtra,Islampur,S13,283
GAVADE DATTU BHAU,Independent,188,Maharashtra,Islampur,S13,283
None of the Above,None of the Above,1105,Maharashtra,Islampur,S13,283
NAIK SHIVAJIRAO YASHWANTRAO,Bharatiya Janata Party,85363,Maharashtra,Shirala,S13,284
MANSINGH  FATTESINGH  NAIK,Nationalist Congress Party,81695,Maharashtra,Shirala,S13,284
SATYAJIT SHIVAJIRAO DESHMUKH,Indian National Congress,45135,Maharashtra,Shirala,S13,284
NANDKISHOR RAMCHANDRA NILKANTH,Shivsena,2061,Maharashtra,Shirala,S13,284
MOHAN DATTU ATWADEKAR(DADA),Independent,1249,Maharashtra,Shirala,S13,284
VAIBHAV AKARAM WAGHMARE,Bahujan Samaj Party,970,Maharashtra,Shirala,S13,284
PAWAR VISHWAJEET RAMCHANDRA,Independent,657,Maharashtra,Shirala,S13,284
SANJAY YASHWANT JADHAV,Independent,344,Maharashtra,Shirala,S13,284
BABANRAO SADASHIV PARIT,Independent,195,Maharashtra,Shirala,S13,284
None of the Above,None of the Above,795,Maharashtra,Shirala,S13,284
DR. KADAM PATANGRAO SHRIPATRAO,Indian National Congress,112523,Maharashtra,Palus-Kadegaon,S13,285
DESHMUKH PRUTHVIRAJ SAYAJIRAO,Bharatiya Janata Party,88489,Maharashtra,Palus-Kadegaon,S13,285
